session	policy	kind	cap_min	min_hold	target	arm	additional	drawdown	split	n	triggered	armed	mean_net_model_pct	median_net_model_pct	p10_net_model_pct	negative_count	actual_profit_mean_pct	date_first	date_last
REGULAR	trailing_drawdown:arm=1,drawdown=0.3	trailing_drawdown	20			1.0		0.3	all	152	83	88	0.5682	0.7248	-1.6849	50	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=0.4	trailing_drawdown	20			1.0		0.4	train	90	55	59	0.8381	0.8897	-1.5624	25	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1,drawdown=0.4	trailing_drawdown	20			1.0		0.4	holdout	62	28	29	0.1908	0.1536	-1.8386	26	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=0.4	trailing_drawdown	20			1.0		0.4	all	152	83	88	0.5741	0.7141	-1.6849	51	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=0.5	trailing_drawdown	20			1.0		0.5	train	90	55	59	0.8041	0.7935	-1.5624	25	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1,drawdown=0.5	trailing_drawdown	20			1.0		0.5	holdout	62	28	29	0.1816	0.1536	-1.8386	26	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=0.5	trailing_drawdown	20			1.0		0.5	all	152	83	88	0.5502	0.6414	-1.6849	51	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=0.8	trailing_drawdown	20			1.0		0.8	train	90	52	59	0.8382	0.7487	-1.5624	27	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1,drawdown=0.8	trailing_drawdown	20			1.0		0.8	holdout	62	27	29	0.1649	0.1222	-1.8386	28	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=0.8	trailing_drawdown	20			1.0		0.8	all	152	79	88	0.5636	0.5616	-1.6849	55	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=1	trailing_drawdown	20			1.0		1.0	train	90	51	59	0.8392	0.6723	-1.5624	28	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1,drawdown=1	trailing_drawdown	20			1.0		1.0	holdout	62	27	29	0.0999	0.0071	-1.8386	31	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1,drawdown=1	trailing_drawdown	20			1.0		1.0	all	152	78	88	0.5376	0.5319	-1.6849	59	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=1.5,additional=0.3	two_stage_rise	20			1.5	0.3		train	90	35	53	0.8806	0.6014	-1.661	36	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=1.5,additional=0.3	two_stage_rise	20			1.5	0.3		holdout	62	12	23	-0.0898	-0.1613	-2.3603	35	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=1.5,additional=0.3	two_stage_rise	20			1.5	0.3		all	152	47	76	0.4848	0.1342	-1.9761	71	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=1.5,additional=0.5	two_stage_rise	20			1.5	0.5		train	90	31	53	0.7777	0.5403	-1.661	39	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=1.5,additional=0.5	two_stage_rise	20			1.5	0.5		holdout	62	11	23	-0.0981	-0.1613	-2.3603	35	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=1.5,additional=0.5	two_stage_rise	20			1.5	0.5		all	152	42	76	0.4205	0.0853	-1.9761	74	0.9224	2026-07-01	2026-09-23
REGULAR	two_stage_rise:arm=1.5,additional=1	two_stage_rise	20			1.5	1.0		train	90	26	53	0.7577	0.4879	-1.661	40	1.1641	2026-07-01	2026-08-18
REGULAR	two_stage_rise:arm=1.5,additional=1	two_stage_rise	20			1.5	1.0		holdout	62	8	23	-0.0808	-0.1613	-2.3603	35	0.5716	2026-08-19	2026-09-23
REGULAR	two_stage_rise:arm=1.5,additional=1	two_stage_rise	20			1.5	1.0		all	152	34	76	0.4157	0.0522	-1.9761	75	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.3	trailing_drawdown	20			1.5		0.3	train	90	49	53	0.8795	1.0037	-1.5624	27	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.3	trailing_drawdown	20			1.5		0.3	holdout	62	22	23	0.0278	0.107	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.3	trailing_drawdown	20			1.5		0.3	all	152	71	76	0.5321	0.7456	-1.7765	56	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.4	trailing_drawdown	20			1.5		0.4	train	90	49	53	0.8557	0.9199	-1.5624	28	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.4	trailing_drawdown	20			1.5		0.4	holdout	62	22	23	0.053	0.107	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.4	trailing_drawdown	20			1.5		0.4	all	152	71	76	0.5283	0.7258	-1.7765	57	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.5	trailing_drawdown	20			1.5		0.5	train	90	49	53	0.8536	0.834	-1.5624	28	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.5	trailing_drawdown	20			1.5		0.5	holdout	62	22	23	0.0646	0.107	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.5	trailing_drawdown	20			1.5		0.5	all	152	71	76	0.5318	0.6945	-1.7765	57	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.8	trailing_drawdown	20			1.5		0.8	train	90	47	53	0.8396	0.7258	-1.5624	29	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.8	trailing_drawdown	20			1.5		0.8	holdout	62	21	23	0.0547	0.107	-2.0149	29	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=0.8	trailing_drawdown	20			1.5		0.8	all	152	68	76	0.5194	0.5954	-1.7765	58	0.9224	2026-07-01	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=1	trailing_drawdown	20			1.5		1.0	train	90	46	53	0.8065	0.6143	-1.5624	30	1.1641	2026-07-01	2026-08-18
REGULAR	trailing_drawdown:arm=1.5,drawdown=1	trailing_drawdown	20			1.5		1.0	holdout	62	21	23	0.0177	0.0608	-2.0149	30	0.5716	2026-08-19	2026-09-23
REGULAR	trailing_drawdown:arm=1.5,drawdown=1	trailing_drawdown	20			1.5		1.0	all	152	67	76	0.4848	0.55	-1.7765	60	0.9224	2026-07-01	2026-09-23
REGULAR	time:	time	2						train	92	92	0	0.2814	-0.0201	-0.7674	46	1.1586	2026-07-01	2026-08-18
REGULAR	time:	time	2						holdout	63	63	0	-0.1826	-0.1794	-1.1519	39	0.5647	2026-08-19	2026-09-23
REGULAR	time:	time	2						all	155	155	0	0.0928	-0.1408	-0.8717	85	0.9172	2026-07-01	2026-09-23
REGULAR	time:	time	3						train	92	92	0	0.3967	0.0496	-0.8666	42	1.1586	2026-07-01	2026-08-18
REGULAR	time:	time	3						holdout	63	63	0	0.0484	-0.1428	-1.3303	37	0.5647	2026-08-19	2026-09-23
REGULAR	time:	time	3						all	155	155	0	0.2551	-0.0696	-1.0362	79	0.9172	2026-07-01	2026-09-23
REGULAR	time:	time	5						train	92	92	0	0.2716	0.1809	-1.4339	42	1.1586	2026-07-01	2026-08-18
REGULAR	time:	time	5						holdout	62	62	0	0.1193	-0.0342	-1.3606	34	0.5719	2026-08-19	2026-09-23
REGULAR	time:	time	5						all	154	154	0	0.2103	0.0195	-1.429	76	0.9224	2026-07-01	2026-09-23
REGULAR	time:	time	30						train	88	88	0	0.7677	0.6203	-2.5168	35	1.1744	2026-07-01	2026-08-18
REGULAR	time:	time	30						holdout	62	62	0	0.2142	-0.23	-2.161	36	0.5716	2026-08-19	2026-09-23
REGULAR	time:	time	30						all	150	150	0	0.5389	0.1216	-2.4228	71	0.9253	2026-07-01	2026-09-23
