action_block_r	action_enter_r	action_recheck_r	association_status	end_return_10m_n	end_return_10m_r	end_return_1m_n	end_return_1m_r	end_return_20m_n	end_return_20m_r	end_return_30m_n	end_return_30m_r	end_return_3m_n	end_return_3m_r	end_return_5m_n	end_return_5m_r	end_return_60m_n	end_return_60m_r	entry_target_n	entry_target_proxy_r	family	field	field_role	missing_pct	n_present	nonentry_avoidance_n	nonentry_avoidance_proxy_r	outcome_n	outcome_target_first_r	type	unique	values
			computed_or_insufficient	303		303		149		106		254		253		45		13		setup	setup.mechanistic_context.micro_window.market_data_health.routes.KRX|krx_only.underlying_event_venue_proven	machine_decision_input	90.16	303	290		303		categorical	1	"{""True"": 303}"
			computed_or_insufficient	313		306		178		132		280		286		86		15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.effective_venue	machine_decision_input	89.83	313	298		313		categorical	1	"{""UNKNOWN"": 313}"
			computed_or_insufficient	313		306		178		132	0.67356	280		286		86	0.67725	15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.item	machine_decision_input	89.83	313	298		313		categorical	64	"{""003160_AL"": 15, ""003670_AL"": 15, ""007810_AL"": 13, ""052690_AL"": 57, ""059090_AL"": 9, ""098070_AL"": 7, ""425040_AL"": 12, ""478340_AL"": 19}"
			computed_or_insufficient	313		306		178		132		280		286		86		15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.market_data_scope	machine_decision_input	89.83	313	298		313		categorical	1	"{""KRX_NXT_INTEGRATED"": 313}"
			computed_or_insufficient	313		306		178		132		280		286		86		15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.market_no_print_proven	machine_decision_input	89.83	313	298		313		categorical	1	"{""False"": 313}"
			computed_or_insufficient	313		306		178		132		280		286		86		15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.market_route	machine_decision_input	89.83	313	298		313		categorical	1	"{""krx_nxt_integrated"": 313}"
0.07613	0.11412	0.12437	computed_or_insufficient	313	0.05423	306	0.05945	178	0.09196	132	0.03424	280	0.03038	286	0.02082	86	0.02033	15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.observation_continuity_proven	machine_decision_input	89.83	313	298	0.087	313	0.09701	categorical	2	"{""False"": 163, ""True"": 150}"
			computed_or_insufficient	313		306		178		132		280		286		86		15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.provider_trade_date_basis	machine_decision_input	89.83	313	298		313		categorical	1	"{""local_receive_calendar_date_not_provider_date"": 313}"
			computed_or_insufficient	313		306		178		132		280		286		86		15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.provider_trade_time_precision_ms	machine_decision_input	89.83	313	298		313		numeric	1	"{""max"": 1000.0, ""median"": 1000.0, ""min"": 1000.0, ""q10"": 1000.0, ""q90"": 1000.0}"
0.02247	0.08927	-0.06888	computed_or_insufficient	150	0.08646	145	-0.06626	82	0.0501	58	0.07338	131	-0.03069	135	0.01868	40	-0.09017	11		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.quiet_episode_count	machine_decision_input	95.13	150	139	-0.11909	150	0.13327	numeric	3	"{""max"": 2.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 0.0}"
-0.09298	-0.06497	0.11861	computed_or_insufficient	313	0.05734	306	0.01839	178	0.10295	132	0.00467	280	0.01289	286	0.05612	86	0.24049	15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.quote_receive_age_ms	machine_decision_input	89.83	313	298	-0.10729	313	0.10117	numeric	301	"{""max"": 6674.000025, ""median"": 1575.000048, ""min"": 290.999889, ""q10"": 797.39995, ""q90"": 2423.000002}"
0.08958	0.11449	0.1339	computed_or_insufficient	313	0.05441	306	0.06615	178	0.11597	132	0.12946	280	0.0319	286	0.02246	86	0.02033	15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.quote_state	machine_decision_input	89.83	313	298	0.09873	313	0.10647	categorical	3	"{""fresh"": 150, ""invalid"": 2, ""stale"": 161}"
0.07613	0.11412	0.12437	computed_or_insufficient	313	0.05423	306	0.05945	178	0.09196	132	0.03424	280	0.03038	286	0.02082	86	0.02033	15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.trade_activity_state	machine_decision_input	89.83	313	298	0.087	313	0.09701	categorical	2	"{""OBSERVATION_UNPROVEN"": 163, ""RECENT_TRADE"": 150}"
-0.04026	-0.01233	0.04429	computed_or_insufficient	313	0.08608	306	0.03321	178	0.12389	132	0.03978	280	0.01374	286	0.09371	86	0.34471	15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.trade_event_age_ms	machine_decision_input	89.83	313	298	-0.0939	313	0.09768	numeric	298	"{""max"": 7420.000076, ""median"": 2466.00008, ""min"": 707.999945, ""q10"": 1446.600008, ""q90"": 3819.799948}"
-0.08029	-0.04469	0.09732	computed_or_insufficient	313	0.08907	306	0.0512	178	0.13767	132	0.06456	280	0.04994	286	0.09913	86	0.32816	15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.trade_receive_age_ms	machine_decision_input	89.83	313	298	-0.13612	313	0.13777	numeric	313	"{""max"": 6752.126455, ""median"": 1812.752962, ""min"": 390.780449, ""q10"": 930.012894, ""q90"": 3138.117123}"
			identity_or_clock																	setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.transport_epoch	machine_decision_input	89.83	313					numeric	2	"{""max"": 2.0, ""median"": 1.0, ""min"": 1.0, ""q10"": 1.0, ""q90"": 1.0}"
			computed_or_insufficient	313		306		178		132		280		286		86		15		setup	setup.mechanistic_context.micro_window.market_data_health.routes._AL|krx_nxt_integrated.underlying_event_venue_proven	machine_decision_input	89.83	313	298		313		categorical	1	"{""False"": 313}"
			computed_or_insufficient	593		586		311		226		511		517		121		27		setup	setup.mechanistic_context.micro_window.market_data_health.schema	machine_decision_input	80.73	593	566		593		categorical	1	"{""kiwoom_market_data_health_v1"": 593}"
-0.04552	-0.07854	0.07788	computed_or_insufficient	593	-0.01848	586	0.03012	311	-0.05551	226	-0.10996	511	0.00166	517	0.0019	121	0.12565	27	-0.02855	setup	setup.mechanistic_context.micro_window.market_data_health.transport_receive_age_ms	machine_decision_input	80.73	593	566	-0.07132	593	0.07242	numeric	565	"{""max"": 6674.000025, ""median"": 1573.999882, ""min"": 290.999889, ""q10"": 855.600023, ""q90"": 2334.018326}"
0.30677	0.19234	0.2423	computed_or_insufficient	283	0.11282	279	0.31615	125	0.22819	93	0.37845	241	0.31688	226	0.16793	52	0.16786	12		setup	setup.mechanistic_context.micro_window.market_session	machine_decision_input	90.81	283	271	0.38383	283	0.36118	categorical	4	"{""UNKNOWN"": 105, ""krx_nxt_aftermarket"": 35, ""krx_regular"": 122, ""premarket_krx_like"": 21}"
0.34933	0.12332	0.33374	computed_or_insufficient	1725	0.41547	1714	0.33872	919	0.41355	738	0.37972	1544	0.38529	1482	0.36141	326	0.28039	20	0.56408	setup	setup.mechanistic_context.micro_window.reason	machine_decision_input	43.96	1725	1705	0.54806	1725	0.54791	categorical	13	"{""ending_depth_stale_or_missing"": 13, ""ending_depth_stale_or_missing,starting_depth_stale,trade_watermark_stale_or_missing"": 52, ""ending_depth_stale_or_missing,trade_watermark_stale_or_missing"": 292, ""ending_depth_stale_or_missing,trade_watermark_stale_or_missing,window_source_invalid:ValueError"": 19, ""exact_route_missing_or_duplicate"": 900, ""machine_payload_market_route_missing_or_conflicting"": 154, ""trade_watermark_stale_or_missing"": 274, ""window_source_invalid:ValueError"": 12}"
0.14396	0.11601	0.09727	computed_or_insufficient	283	0.04542	279	0.1543	125	0.01443	93	0.05999	241	0.1835	226	0.01775	52	0.21399	12		setup	setup.mechanistic_context.micro_window.route_identity_source	machine_decision_input	90.81	283	271	0.26847	283	0.25337	categorical	2	"{""exact_integrated_market_route"": 92, ""exact_realtime_type_effective_venue"": 191}"
			computed_or_insufficient	1353		1345		449		326		1174		995		297		19		setup	setup.mechanistic_context.micro_window.sell_qty_halves.length	machine_decision_input	56.04	1353	1334		1353		numeric	1	"{""max"": 2.0, ""median"": 2.0, ""min"": 2.0, ""q10"": 2.0, ""q90"": 2.0}"
0.03857	-0.0092	-0.03663	computed_or_insufficient	1353	0.02861	1345	0.02305	449	0.04374	326	0.05334	1174	-0.02015	995	0.03136	297		19		setup	setup.mechanistic_context.micro_window.sell_qty_halves.numeric_last	machine_decision_input	56.04	1353	1334	-0.01403	1353	0.01387	numeric	8	"{""max"": 5827.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 0.0}"
0.14432	-0.01708	-0.14137	computed_or_insufficient	1353	0.02041	1345	-0.09974	449	0.00058	326	-0.02915	1174	-0.00861	995	-0.00964	297	0.01107	19		setup	setup.mechanistic_context.micro_window.sell_qty_halves.numeric_max	machine_decision_input	56.04	1353	1334	0.09658	1353	-0.10037	numeric	335	"{""max"": 30142.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 432.0}"
0.14444	-0.01711	-0.14148	computed_or_insufficient	1353	0.0204	1345	-0.09973	449	0.00058	326	-0.02915	1174	-0.0087	995	-0.00956	297	0.01107	19		setup	setup.mechanistic_context.micro_window.sell_qty_halves.numeric_mean	machine_decision_input	56.04	1353	1334	0.09662	1353	-0.10041	numeric	336	"{""max"": 15071.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 216.0}"
0.05469	-0.00861	-0.05304	computed_or_insufficient	1353	0.02162	1345	0.00874	449		326		1174	-0.03778	995	0.01631	297		19		setup	setup.mechanistic_context.micro_window.sell_qty_halves.numeric_min	machine_decision_input	56.04	1353	1334	0.00108	1353	-0.00112	numeric	8	"{""max"": 448.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 0.0}"
			unstable_array_index																	setup	setup.mechanistic_context.micro_window.sell_qty_halves[0]	machine_decision_input	56.04	1353					numeric	335	"{""max"": 30142.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 432.0}"
			unstable_array_index																	setup	setup.mechanistic_context.micro_window.sell_qty_halves[1]	machine_decision_input	56.04	1353					numeric	8	"{""max"": 5827.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 0.0}"
			computed_or_insufficient	1353		1345		449		326		1174		995		297		19		setup	setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.length	machine_decision_input	56.04	1353	1334		1353		numeric	1	"{""max"": 2.0, ""median"": 2.0, ""min"": 2.0, ""q10"": 2.0, ""q90"": 2.0}"
0.03857	-0.0092	-0.03663	computed_or_insufficient	1353	0.02861	1345	0.02305	449	0.04374	326	0.05334	1174	-0.02015	995	0.03136	297		19		setup	setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_last	machine_decision_input	56.04	1353	1334	-0.01403	1353	0.01387	numeric	8	"{""max"": 11654.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 0.0}"
0.14432	-0.01708	-0.14137	computed_or_insufficient	1353	0.02041	1345	-0.09974	449	0.00058	326	-0.02915	1174	-0.00861	995	-0.00964	297	0.01107	19		setup	setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_max	machine_decision_input	56.04	1353	1334	0.09658	1353	-0.10037	numeric	335	"{""max"": 60284.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 864.0}"
0.14444	-0.01711	-0.14148	computed_or_insufficient	1353	0.0204	1345	-0.09973	449	0.00058	326	-0.02915	1174	-0.0087	995	-0.00956	297	0.01107	19		setup	setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_mean	machine_decision_input	56.04	1353	1334	0.09662	1353	-0.10041	numeric	336	"{""max"": 30142.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 432.0}"
0.05469	-0.00861	-0.05304	computed_or_insufficient	1353	0.02162	1345	0.00874	449		326		1174	-0.03778	995	0.01631	297		19		setup	setup.mechanistic_context.micro_window.sell_rate_qty_per_sec.numeric_min	machine_decision_input	56.04	1353	1334	0.00108	1353	-0.00112	numeric	8	"{""max"": 896.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 0.0}"
			unstable_array_index																	setup	setup.mechanistic_context.micro_window.sell_rate_qty_per_sec[0]	machine_decision_input	56.04	1353					numeric	335	"{""max"": 60284.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 864.0}"
			unstable_array_index																	setup	setup.mechanistic_context.micro_window.sell_rate_qty_per_sec[1]	machine_decision_input	56.04	1353					numeric	8	"{""max"": 11654.0, ""median"": 0.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 0.0}"
0.01853	0.01087	0.02119	computed_or_insufficient	3078	0.10519	3059	0.05333	1368	0.10424	1064	0.08597	2718	0.0879	2477	0.12151	623	0.0486	39	0.13789	setup	setup.mechanistic_context.micro_window.source_quality_status	machine_decision_input	0.0	3078	3039	0.00204	3078	0.00038	categorical	2	"{""eligible"": 1353, ""source_gap"": 1725}"
			identity_or_clock																	setup	setup.mechanistic_context.micro_window.source_sha256	machine_decision_input	56.04	1353					categorical	1353	"{""0c331c5b9c4f57a0eb99a256ef5b15a3cd01e7c4e097935eb2eb655a8dfb9876"": 1, ""1e5318ebbef2ee18067a3e679ebcd26575747244a14ef6094c632dcedc2840f5"": 1, ""42136544fedab3af4724b561ee5da3a8695068e68c0878a8022c09d2514a8927"": 1, ""82603715c3444e7c259aeb969abc2cfda6090e35611b5742baea8bd27feb20e7"": 1, ""8f27b53433d37cf6e686b37b3eb262c581d761c21b79e008f42d171d20cab5fe"": 1, ""957e9d67ba4ed9b01f614184529ab63a313dc6a8cb14c8ec31ab6ca64fe6f802"": 1, ""c85bd8c0506167929a26a18c696ace59323a078f92549b043f89f8d05bd5df5e"": 1, ""fb27a19c23a2a960c0def66ca6801fd44d49fe791bd5ee8b5bf13c11ef5b0895"": 1}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39	0.8748	setup	setup.mechanistic_context.symbol	machine_decision_input	0.0	3078	3039		3078		categorical	215	"{""010170"": 105, ""017900"": 121, ""033640"": 73, ""053800"": 84, ""124500"": 97, ""126340"": 174, ""217590"": 95, ""457370"": 90}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.metric_role	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""ai_entry_setup_evidence_observation"": 3078}"
-0.22381	0.12409	0.19655	computed_or_insufficient	3078	0.04421	3059	0.10757	1368	0.00185	1064	0.05161	2718	0.07098	2477	0.03216	623	0.10438	39	-0.03981	setup	setup.micro_recovery_observation.net_aggressive_delta_10t	machine_decision_input	0.0	3078	3039	-0.07464	3078	0.07596	numeric	1683	"{""max"": 93254.0, ""median"": -34.0, ""min"": -13904.0, ""q10"": -1034.6, ""q90"": 736.3}"
-0.09595	0.09897	0.07361	computed_or_insufficient	3078	0.01625	3059	0.04225	1368	0.0236	1064	0.00864	2718	0.00867	2477	-0.02324	623	0.07856	39	-0.23087	setup	setup.micro_recovery_observation.price_change_10t_pct	machine_decision_input	0.0	3078	3039	-0.0213	3078	0.01971	numeric	653	"{""max"": 1.673, ""median"": 0.0, ""min"": -1.591, ""q10"": -0.184, ""q90"": 0.196}"
0.1802	0.12296	0.15288	computed_or_insufficient	3078	0.01921	3059	0.04868	1368	0.02422	1064	0.01244	2718	0.03517	2477	0.01103	623	0.02033	39	0.27231	setup	setup.micro_recovery_observation.price_response	machine_decision_input	0.0	3078	3039	0.00134	3078	0.00249	categorical	2	"{""False"": 2360, ""True"": 718}"
0.53239	0.08755	0.51584	computed_or_insufficient	3078	0.00706	3059	0.05037	1368	0.03042	1064	0.00771	2718	0.04197	2477	0.01774	623	0.02866	39		setup	setup.micro_recovery_observation.source_usable	machine_decision_input	0.0	3078	3039	0.0111	3078	0.013	categorical	2	"{""False"": 1151, ""True"": 1927}"
0.3174	0.14506	0.28593	computed_or_insufficient	3078	0.03977	3059	0.08331	1368	0.00081	1064	0.05559	2718	0.07439	2477	0.06171	623	0.07953	39		setup	setup.micro_recovery_observation.tape_support	machine_decision_input	0.0	3078	3039	0.05633	3078	0.05867	categorical	2	"{""False"": 1912, ""True"": 1166}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.actual_order_submitted	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""False"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.allowed_runtime_apply	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""False"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.broker_order_forbidden	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.decision_authority	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""offline_replay_and_attribution_only"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.contains:bot_restart	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.contains:broker_or_safety_guard_bypass	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.contains:provider_or_model_change	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.contains:score_only_buy	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.contains:standalone_live_entry	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.contains:threshold_price_quantity_or_cap_change	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.contains:widget_runtime_or_policy_change	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""True"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.forbidden_uses.length	machine_decision_input	0.0	3078	3039		3078		numeric	1	"{""max"": 7.0, ""median"": 7.0, ""min"": 7.0, ""q10"": 7.0, ""q90"": 7.0}"
			unstable_array_index																	setup	setup.observation_contract.forbidden_uses[0]	machine_decision_input	0.0	3078					categorical	1	"{""standalone_live_entry"": 3078}"
			unstable_array_index																	setup	setup.observation_contract.forbidden_uses[1]	machine_decision_input	0.0	3078					categorical	1	"{""score_only_buy"": 3078}"
			unstable_array_index																	setup	setup.observation_contract.forbidden_uses[2]	machine_decision_input	0.0	3078					categorical	1	"{""provider_or_model_change"": 3078}"
			unstable_array_index																	setup	setup.observation_contract.forbidden_uses[3]	machine_decision_input	0.0	3078					categorical	1	"{""threshold_price_quantity_or_cap_change"": 3078}"
			unstable_array_index																	setup	setup.observation_contract.forbidden_uses[4]	machine_decision_input	0.0	3078					categorical	1	"{""broker_or_safety_guard_bypass"": 3078}"
			unstable_array_index																	setup	setup.observation_contract.forbidden_uses[5]	machine_decision_input	0.0	3078					categorical	1	"{""bot_restart"": 3078}"
			unstable_array_index																	setup	setup.observation_contract.forbidden_uses[6]	machine_decision_input	0.0	3078					categorical	1	"{""widget_runtime_or_policy_change"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.metric_role	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""ai_entry_setup_evidence_observation"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.primary_decision_metric	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""candidate_probe_cost_adjusted_ev_pct"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.runtime_effect	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""False"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.sample_floor	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""one_exact_payload_starts_observation_only"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.source_quality_gate	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""exact_payload_fresh_same_route"": 3078}"
			computed_or_insufficient	3078		3059		1368		1064		2718		2477		623		39		setup	setup.observation_contract.window_policy	machine_decision_input	0.0	3078	3039		3078		categorical	1	"{""same_exact_payload_completed_bar_snapshot"": 3078}"
0.11196	0.19254	0.06796	computed_or_insufficient	3078	0.00477	3059	0.00294	1368	0.0267	1064	0.0141	2718	0.00709	2477	0.00232	623	0.05333	39	0.19102	setup	setup.positive_facts.contains:clean_continuation_probe_eligible	machine_decision_input	0.0	3078	3039	0.02002	3078	0.0107	categorical	2	"{""False"": 3055, ""True"": 23}"
0.15893	0.24939	0.10205	computed_or_insufficient	3078	0.00992	3059	0.01147	1368	0.03471	1064	0.01291	2718	0.00992	2477	0.0212	623	0.06508	39	0.09009	setup	setup.positive_facts.contains:early_session_probe_candidate	machine_decision_input	0.0	3078	3039	0.00115	3078	0.0093	categorical	2	"{""False"": 3032, ""True"": 46}"
0.15667	0.21166	0.10854	computed_or_insufficient	3078	0.06522	3059	0.04096	1368	0.02087	1064	0.02053	2718	0.0245	2477	0.08138	623	0.08614	39	0.073	setup	setup.positive_facts.contains:early_session_structural_edge_floor	machine_decision_input	0.0	3078	3039	0.01043	3078	0.01267	categorical	2	"{""False"": 2887, ""True"": 191}"
0.03104	0.00473	0.03016	computed_or_insufficient	3078	0.01855	3059	0.06141	1368	0.04739	1064	0.08625	2718	0.05011	2477	0.03865	623	0.01686	39	0.04495	setup	setup.positive_facts.contains:foreign_institutional_joint_buy	machine_decision_input	0.0	3078	3039	0.02532	3078	0.02443	categorical	2	"{""False"": 2649, ""True"": 429}"
0.0936	0.04119	0.08469	computed_or_insufficient	3078	0.01085	3059	0.01895	1368	0.07496	1064	0.00691	2718	0.04783	2477	0.02599	623	0.01322	39	0.00813	setup	setup.positive_facts.contains:liquidity_supportive	machine_decision_input	0.0	3078	3039	0.05125	3078	0.05131	categorical	2	"{""False"": 1959, ""True"": 1119}"
0.11196	0.00983	0.11505	computed_or_insufficient	3078	0.01874	3059	0.00735	1368	0.00806	1064	0.00456	2718	0.00218	2477	0.00755	623	0.0186	39		setup	setup.positive_facts.contains:micro_positive_price_response	machine_decision_input	0.0	3078	3039	0.00571	3078	0.00589	categorical	2	"{""False"": 3055, ""True"": 23}"
0.11196	0.00983	0.11505	computed_or_insufficient	3078	0.01874	3059	0.00735	1368	0.00806	1064	0.00456	2718	0.00218	2477	0.00755	623	0.0186	39		setup	setup.positive_facts.contains:micro_trusted_buy_flow	machine_decision_input	0.0	3078	3039	0.00571	3078	0.00589	categorical	2	"{""False"": 3055, ""True"": 23}"
0.02656	0.01753	0.03083	computed_or_insufficient	3078	0.00326	3059	0.00954	1368	0.07786	1064	0.0586	2718	0.00419	2477	0.00899	623	0.07837	39		setup	setup.positive_facts.contains:orderly_pullback_recovery	machine_decision_input	0.0	3078	3039	0.02421	3078	0.02362	categorical	2	"{""False"": 3006, ""True"": 72}"
0.05954	0.05817	0.04643	computed_or_insufficient	3078	0.10212	3059	0.05826	1368	0.04397	1064	0.04955	2718	0.06028	2477	0.07627	623	0.02856	39	0.04392	setup	setup.positive_facts.contains:program_flow_net_and_delta_buy	machine_decision_input	0.0	3078	3039	0.09745	3078	0.09756	categorical	2	"{""False"": 2668, ""True"": 410}"
0.02326	0.15914	0.0136	computed_or_insufficient	3078	0.02379	3059	0.00794	1368		1064		2718		2477		623		39	0.2052	setup	setup.positive_facts.contains:recovery_confirmation_probe_eligible	machine_decision_input	0.0	3078	3039		3078	0.02809	categorical	2	"{""False"": 3077, ""True"": 1}"
0.05975	0.13337	0.02915	computed_or_insufficient	3078	0.02373	3059	0.02427	1368	0.00094	1064	0.04383	2718	0.00585	2477	0.05183	623	0.14522	39		setup	setup.positive_facts.contains:structural_edge_floor	machine_decision_input	0.0	3078	3039	0.02285	3078	0.02556	categorical	2	"{""False"": 1788, ""True"": 1290}"
0.27632	0.16916	0.23894	computed_or_insufficient	3078	0.04277	3059	0.08209	1368	0.01297	1064	0.04224	2718	0.05738	2477	0.04925	623	0.04471	39		setup	setup.positive_facts.contains:tape_supportive	machine_decision_input	0.0	3078	3039	0.05916	3078	0.06178	categorical	2	"{""False"": 2125, ""True"": 953}"
0.20708	0.47447	0.09817	computed_or_insufficient	3078	0.05807	3059	0.03605	1368	0.06484	1064	0.10502	2718	0.04983	2477	0.05256	623	0.10566	39		setup	setup.positive_facts.contains:trigger_confirmed	machine_decision_input	0.0	3078	3039	0.05469	3078	0.05876	categorical	2	"{""False"": 2912, ""True"": 166}"
0.20708	0.47447	0.09817	computed_or_insufficient	3078	0.05807	3059	0.03605	1368	0.06484	1064	0.10502	2718	0.04983	2477	0.05256	623	0.10566	39		setup	setup.positive_facts.contains:trusted_supportive_trigger	machine_decision_input	0.0	3078	3039	0.05469	3078	0.05876	categorical	2	"{""False"": 2912, ""True"": 166}"
0.04832	0.09046	0.02762	computed_or_insufficient	3078	0.02645	3059	0.08068	1368	0.03643	1064	0.06894	2718	0.05936	2477	0.06752	623	0.0026	39	0.12048	setup	setup.positive_facts.contains:volume_confirmed	machine_decision_input	0.0	3078	3039	0.00677	3078	0.00591	categorical	2	"{""False"": 1837, ""True"": 1241}"
-0.25341	0.19253	0.21043	computed_or_insufficient	3078	0.05681	3059	0.13695	1368	0.00126	1064	0.10837	2718	0.07648	2477	0.06818	623	0.16994	39	-0.05567	setup	setup.positive_facts.length	machine_decision_input	0.0	3078	3039	-0.08634	3078	0.08856	numeric	10	"{""max"": 9.0, ""median"": 2.0, ""min"": 0.0, ""q10"": 0.0, ""q90"": 4.0}"
			unstable_array_index																	setup	setup.positive_facts[0]	machine_decision_input	12.25	2701					categorical	7	"{""early_session_probe_candidate"": 1, ""foreign_institutional_joint_buy"": 62, ""liquidity_supportive"": 580, ""program_flow_net_and_delta_buy"": 53, ""structural_edge_floor"": 1290, ""tape_supportive"": 485, ""volume_confirmed"": 230}"
			unstable_array_index																	setup	setup.positive_facts[1]	machine_decision_input	42.85	1759					categorical	10	"{""early_session_structural_edge_floor"": 191, ""foreign_institutional_joint_buy"": 127, ""liquidity_supportive"": 367, ""orderly_pullback_recovery"": 67, ""program_flow_net_and_delta_buy"": 141, ""tape_supportive"": 262, ""trusted_supportive_trigger"": 116, ""volume_confirmed"": 482}"
			unstable_array_index																	setup	setup.positive_facts[2]	machine_decision_input	70.79	899					categorical	12	"{""early_session_probe_candidate"": 45, ""foreign_institutional_joint_buy"": 129, ""liquidity_supportive"": 111, ""micro_trusted_buy_flow"": 8, ""program_flow_net_and_delta_buy"": 110, ""tape_supportive"": 138, ""trusted_supportive_trigger"": 23, ""volume_confirmed"": 324}"
